year,district,region,season,crop,area_hectares,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,yield_tonnes_ha,production_tonnes
2024,Washim,Vidarbha,Rabi,Rice,424.97,743.35,29.29,51.03,6.96,129.21,47.78,25.43,52.09,3.083,1310.06
2014,Amravati,Vidarbha,Rabi,Rice,309.34,805.28,26.35,62.27,6.79,117.84,66.18,32.54,53.54,3.476,1075.17
2014,Solapur,Western Maharashtra,Kharif,Soybean,665.62,505.03,25.53,52.42,6.44,81.4,28.01,34.72,50.0,1.517,1009.67
2003,Wardha,Vidarbha,Rabi,Rice,1075.98,726.86,26.81,52.58,7.11,95.95,51.98,23.24,61.31,2.497,2687.02
2020,Osmanabad,Marathwada,Kharif,Jowar,823.24,759.74,27.15,72.89,7.29,71.47,19.63,10.87,50.0,1.306,1075.37
2018,Solapur,Western Maharashtra,Kharif,Sugarcane,1414.19,502.78,27.51,70.14,6.79,194.26,53.67,34.09,54.4,55.035,77829.42
2004,Nagpur,Vidarbha,Kharif,Sugarcane,517.68,936.58,28.62,66.44,6.92,174.49,68.6,57.4,54.71,69.198,35822.41
2018,Ahmednagar,Western Maharashtra,Kharif,Gram,1207.05,391.62,28.33,56.16,6.59,51.4,17.27,25.0,50.0,0.446,538.24
2018,Pune,Western Maharashtra,Kharif,Rice,574.05,955.74,25.45,66.97,6.92,126.02,54.3,35.75,56.64,3.067,1760.54
2015,Sangli,Western Maharashtra,Kharif,Rice,561.77,672.83,24.16,65.92,6.97,113.62,64.11,10.0,50.0,1.83,1028.0
2017,Osmanabad,Marathwada,Kharif,Cotton,1350.34,719.18,23.8,72.49,7.24,113.34,51.84,18.86,50.0,1.32,1781.82
2012,Latur,Marathwada,Kharif,Wheat,1872.07,604.5,26.06,45.93,7.43,90.25,30.04,40.24,50.0,1.537,2877.26
2012,Nagpur,Vidarbha,Kharif,Rice,485.87,978.17,26.38,61.97,7.22,132.94,66.85,48.69,50.0,3.251,1579.46
2017,Gondia,Vidarbha,Rabi,Maize,758.16,1824.87,24.62,60.56,6.28,74.34,40.33,11.28,50.0,1.053,798.52
2023,Nanded,Marathwada,Kharif,Cotton,1144.69,725.23,26.07,56.08,7.01,93.68,41.59,43.64,50.0,2.473,2831.07
2022,Thane,Konkan,Kharif,Jowar,790.42,1742.09,26.69,72.49,6.74,90.54,25.95,34.7,50.0,0.915,723.49
2009,Pune,Western Maharashtra,Rabi,Maize,893.04,710.34,25.85,50.34,7.17,50.7,34.42,37.47,50.0,2.66,2375.87
2002,Gadchiroli,Vidarbha,Kharif,Gram,882.37,1432.89,27.39,67.78,6.81,23.54,10.0,28.87,50.0,0.304,268.4
2009,Buldhana,Vidarbha,Kharif,Jowar,781.09,818.84,27.38,71.35,6.25,64.6,44.0,15.36,50.0,1.382,1079.25
2016,Pune,Western Maharashtra,Kharif,Rice,418.8,882.27,26.2,66.67,6.78,125.14,68.99,34.73,56.13,2.812,1177.7
2014,Wardha,Vidarbha,Rabi,Soybean,552.07,1192.95,25.7,61.15,7.31,82.72,18.01,29.28,50.0,0.955,527.04
2023,Yavatmal,Vidarbha,Rabi,Bajra,1223.31,896.61,26.81,62.91,7.11,50.73,35.37,18.43,50.0,0.677,828.21
2020,Kolhapur,Western Maharashtra,Kharif,Jowar,1495.18,2052.16,21.69,53.31,5.96,66.23,37.48,10.69,50.0,0.277,413.77
2004,Latur,Marathwada,Kharif,Wheat,697.6,1172.29,25.91,87.94,7.06,83.88,41.04,31.51,50.0,0.911,635.29
2001,Buldhana,Vidarbha,Kharif,Wheat,494.94,586.99,25.52,60.44,6.92,53.37,36.97,10.0,50.0,1.646,814.48
2011,Nagpur,Vidarbha,Rabi,Onion,334.37,1026.87,30.17,54.72,6.7,80.99,49.16,26.76,50.0,6.809,2276.68
2023,Akola,Vidarbha,Kharif,Cotton,1371.78,677.74,28.07,57.66,6.4,96.68,43.29,22.69,56.42,2.182,2993.73
2015,Jalgaon,Khandesh,Rabi,Rice,1424.93,730.18,26.5,64.16,7.18,127.0,54.5,37.24,64.41,2.656,3783.98
2009,Solapur,Western Maharashtra,Rabi,Rice,183.76,528.09,26.22,70.04,6.47,114.07,32.56,21.1,56.47,2.467,453.32
2008,Nanded,Marathwada,Kharif,Soybean,1617.83,1174.83,24.98,69.09,6.92,76.36,28.45,10.0,50.0,1.426,2306.48
2011,Nagpur,Vidarbha,Kharif,Onion,1002.15,1039.34,28.34,58.19,7.02,83.31,38.17,33.36,50.0,8.924,8942.85
2001,Aurangabad,Marathwada,Rabi,Gram,413.4,525.72,31.22,53.86,7.24,56.19,26.17,16.35,50.0,0.2,82.68
2020,Hingoli,Marathwada,Rabi,Cotton,1651.24,818.36,30.91,62.27,7.16,91.46,30.0,27.78,56.26,1.562,2578.93
2009,Pune,Western Maharashtra,Kharif,Soybean,351.35,863.65,22.63,76.27,6.58,77.39,28.19,22.81,50.0,1.545,542.85
2005,Thane,Konkan,Kharif,Sugarcane,307.83,2330.12,28.89,57.74,6.82,182.27,69.93,43.05,54.76,56.203,17300.79
2010,Gondia,Vidarbha,Rabi,Bajra,1391.78,1366.58,27.83,60.62,6.45,51.19,31.35,27.45,50.0,0.681,947.81
2016,Buldhana,Vidarbha,Rabi,Bajra,2414.82,749.85,26.06,64.25,7.11,61.71,29.68,10.0,50.0,0.91,2198.69
2006,Jalgaon,Khandesh,Kharif,Bajra,1223.3,819.11,25.07,70.25,7.22,61.63,25.27,19.24,50.0,0.638,781.02
2023,Pune,Western Maharashtra,Rabi,Rice,1324.37,458.89,28.95,57.25,6.23,117.78,57.25,35.48,50.0,2.645,3502.72
2008,Sangli,Western Maharashtra,Kharif,Jowar,473.9,494.87,25.57,57.13,7.38,75.59,26.05,45.87,50.0,1.333,631.52
2000,Sindhudurg,Konkan,Kharif,Bajra,662.05,2626.39,31.42,64.8,5.93,60.12,19.8,23.74,50.0,0.37,244.81
2006,Dhule,Khandesh,Kharif,Wheat,1110.92,677.21,28.02,65.67,7.62,73.89,48.45,18.89,50.0,0.493,548.23
2024,Palghar,Konkan,Kharif,Soybean,796.62,1488.46,26.1,32.78,5.93,73.0,39.03,13.85,50.0,0.666,530.35
2001,Buldhana,Vidarbha,Kharif,Bajra,749.65,816.05,30.61,65.89,7.34,78.13,33.48,33.97,50.0,0.685,513.56
2008,Osmanabad,Marathwada,Kharif,Gram,1652.58,346.92,28.17,56.69,7.37,53.43,21.27,10.0,50.0,0.323,534.46
2025,Washim,Vidarbha,Kharif,Onion,2150.14,610.39,26.96,55.91,7.28,82.1,54.82,33.88,50.0,12.334,26519.14
2015,Ratnagiri,Konkan,Rabi,Cotton,764.32,2981.26,26.71,68.22,5.72,93.28,33.06,46.0,50.0,0.493,377.06
2012,Gondia,Vidarbha,Rabi,Wheat,587.34,1035.55,25.73,68.4,6.51,77.8,41.01,24.71,50.0,1.148,674.51
2025,Sindhudurg,Konkan,Kharif,Soybean,412.78,3884.73,25.49,55.67,6.23,74.2,35.36,22.27,50.0,0.82,338.59
2006,Hingoli,Marathwada,Rabi,Maize,1987.56,747.42,27.99,51.24,7.45,71.93,18.09,11.62,50.0,1.722,3422.49
2018,Gadchiroli,Vidarbha,Kharif,Onion,232.29,1734.19,27.7,69.68,6.66,93.61,28.1,10.0,50.0,6.002,1394.24
2006,Sangli,Western Maharashtra,Rabi,Wheat,432.83,587.15,25.12,64.77,6.98,82.29,55.41,14.66,50.0,2.262,978.93
2013,Osmanabad,Marathwada,Rabi,Cotton,530.53,369.18,27.76,67.42,7.31,88.18,32.82,18.51,53.35,1.154,612.24
2004,Beed,Marathwada,Kharif,Maize,1319.66,581.01,27.78,62.96,6.91,91.99,23.1,22.51,50.0,1.887,2489.95
2014,Dhule,Khandesh,Kharif,Onion,597.53,554.38,28.89,62.73,7.28,90.62,45.67,42.62,50.0,10.045,6001.95
2016,Beed,Marathwada,Kharif,Jowar,746.7,540.17,26.16,77.49,8.07,44.05,15.33,24.64,50.0,0.426,318.29
2013,Nandurbar,Khandesh,Kharif,Wheat,809.23,728.13,30.56,68.57,7.26,88.67,51.69,30.66,50.0,0.345,279.47
2018,Wardha,Vidarbha,Kharif,Jowar,2208.26,1099.01,26.51,74.68,7.34,60.76,42.69,46.32,50.0,0.801,1768.93
2021,Latur,Marathwada,Kharif,Sugarcane,3560.69,617.67,26.42,69.75,6.65,150.7,62.49,18.99,69.06,63.157,224882.23
2023,Beed,Marathwada,Rabi,Maize,607.92,669.11,26.13,53.8,6.67,104.93,41.66,44.02,50.0,3.099,1883.73
2004,Osmanabad,Marathwada,Kharif,Wheat,423.26,711.41,27.87,64.41,7.41,84.9,49.7,26.59,50.7,0.695,294.09
2014,Gadchiroli,Vidarbha,Rabi,Onion,257.65,1283.62,27.19,47.23,6.06,88.69,32.78,10.0,50.0,7.564,1948.98
2009,Parbhani,Marathwada,Rabi,Sugarcane,1888.74,609.26,28.36,51.67,6.82,192.95,73.28,32.16,62.77,68.153,128722.42
2020,Satara,Western Maharashtra,Kharif,Sugarcane,1037.35,728.18,23.94,60.9,6.93,191.26,54.69,32.91,57.41,48.48,50290.82
2023,Solapur,Western Maharashtra,Kharif,Cotton,435.43,391.4,28.92,44.19,7.02,78.73,32.14,12.73,50.0,1.716,747.39
2012,Pune,Western Maharashtra,Kharif,Gram,1011.75,855.69,26.16,65.61,7.31,44.7,26.54,10.0,50.0,0.501,506.91
2017,Gondia,Vidarbha,Kharif,Sugarcane,1209.16,1299.63,20.88,61.89,6.64,202.15,61.46,40.18,55.21,31.773,38418.73
2011,Solapur,Western Maharashtra,Kharif,Maize,290.55,603.52,28.08,66.8,7.68,76.8,25.7,68.91,50.0,1.085,315.2
2003,Osmanabad,Marathwada,Kharif,Onion,814.32,564.44,30.12,50.85,7.6,94.67,58.94,23.72,50.0,5.125,4173.4
2023,Nashik,Western Maharashtra,Rabi,Cotton,582.09,705.85,26.08,59.87,6.24,79.57,40.4,10.94,50.0,1.641,955.48
2004,Satara,Western Maharashtra,Rabi,Jowar,790.05,901.2,25.69,56.59,6.88,86.25,32.58,22.12,50.0,1.23,971.54
2003,Thane,Konkan,Rabi,Cotton,916.16,2193.88,28.6,44.98,6.51,94.93,32.49,34.86,50.0,1.14,1044.48
2011,Ahmednagar,Western Maharashtra,Rabi,Maize,991.57,598.76,25.52,75.48,6.38,86.07,28.22,10.0,50.0,2.723,2700.39
2016,Beed,Marathwada,Kharif,Sugarcane,857.06,522.13,29.5,75.11,6.96,183.1,62.65,27.94,57.86,50.199,43023.57
2010,Osmanabad,Marathwada,Rabi,Sugarcane,192.68,739.7,27.01,74.38,7.03,194.36,58.5,34.58,71.11,57.113,11004.61
2022,Sangli,Western Maharashtra,Kharif,Sugarcane,758.35,596.08,23.57,75.31,6.61,160.83,52.1,30.4,56.74,43.755,33181.09
2014,Sangli,Western Maharashtra,Rabi,Gram,1145.71,495.06,22.23,64.91,6.74,48.68,14.2,10.0,50.0,1.093,1252.25
2000,Gadchiroli,Vidarbha,Kharif,Maize,1494.77,1069.29,20.55,51.26,6.2,69.0,27.2,35.4,50.0,1.314,1964.16
2003,Gondia,Vidarbha,Kharif,Soybean,448.38,1115.79,30.02,66.04,6.13,76.64,26.58,24.09,50.0,0.817,366.3
2020,Yavatmal,Vidarbha,Rabi,Cotton,3472.78,583.64,27.0,42.13,7.05,94.52,45.36,52.18,50.0,1.689,5864.43
2012,Raigad,Konkan,Kharif,Onion,933.05,2309.73,23.66,74.72,6.6,75.69,33.54,49.74,50.0,8.387,7825.44
2019,Thane,Konkan,Rabi,Sugarcane,458.57,1990.33,26.53,74.91,6.72,178.47,65.26,27.32,64.51,61.716,28300.84
2014,Palghar,Konkan,Kharif,Sugarcane,472.72,2245.18,22.01,66.11,7.0,174.03,61.65,44.43,50.0,30.055,14207.47
2019,Wardha,Vidarbha,Rabi,Sugarcane,338.48,665.77,27.9,48.15,6.64,178.35,56.38,41.61,71.43,64.191,21727.6
2016,Mumbai Suburban,Konkan,Kharif,Cotton,903.9,1726.32,29.29,67.87,6.62,88.83,34.19,25.91,51.15,0.956,863.87
2007,Amravati,Vidarbha,Rabi,Jowar,838.64,895.06,30.53,70.37,7.23,69.23,28.96,10.0,50.0,0.76,637.56
2025,Akola,Vidarbha,Rabi,Onion,239.83,603.6,27.99,70.61,7.03,85.51,38.66,13.56,50.0,12.304,2950.78
2011,Raigad,Konkan,Kharif,Rice,628.98,2714.66,24.88,62.35,6.49,100.06,35.58,41.8,50.0,1.773,1115.31
2016,Dhule,Khandesh,Kharif,Onion,617.56,574.9,24.95,64.0,7.69,72.47,54.58,19.13,50.0,9.588,5921.24
2014,Osmanabad,Marathwada,Rabi,Cotton,855.4,851.47,28.68,71.82,6.87,88.98,32.75,24.53,50.0,2.129,1821.34
2009,Parbhani,Marathwada,Rabi,Jowar,468.87,725.94,26.21,66.7,7.43,60.7,17.65,17.91,50.0,1.13,529.77
2001,Bhandara,Vidarbha,Kharif,Bajra,1454.89,1115.57,25.54,73.81,5.92,33.43,10.0,10.0,50.0,0.366,532.09
2011,Kolhapur,Western Maharashtra,Kharif,Onion,400.03,1673.07,26.12,47.93,6.9,53.5,50.23,20.07,50.0,8.408,3363.47
2021,Chandrapur,Vidarbha,Kharif,Maize,926.7,737.31,27.51,62.77,6.84,83.61,42.41,16.29,50.0,2.287,2118.98
2014,Akola,Vidarbha,Kharif,Soybean,851.77,888.14,26.34,74.12,6.81,72.78,42.36,33.35,50.0,1.675,1426.47
2015,Ratnagiri,Konkan,Kharif,Sugarcane,1368.46,2222.64,24.5,56.91,6.46,177.19,57.58,30.88,65.67,44.345,60683.59
2002,Nandurbar,Khandesh,Kharif,Gram,1073.76,958.51,27.49,69.77,6.44,52.57,29.95,10.0,50.0,0.415,445.9
2017,Satara,Western Maharashtra,Rabi,Onion,1172.94,753.24,29.69,68.13,6.98,106.53,33.3,10.0,50.0,9.173,10759.78
2000,Aurangabad,Marathwada,Rabi,Onion,1065.93,517.6,28.02,61.77,7.48,80.89,53.76,26.44,50.0,9.261,9871.48
2015,Jalgaon,Khandesh,Kharif,Maize,1780.47,712.61,30.85,62.62,6.89,121.3,20.22,10.0,50.0,1.244,2214.23
2017,Jalgaon,Khandesh,Kharif,Wheat,1343.68,797.04,29.55,70.61,6.93,88.01,53.44,25.75,50.0,0.646,868.51
2010,Thane,Konkan,Kharif,Cotton,1088.51,3099.16,27.82,73.69,6.44,91.36,46.46,18.11,50.0,0.882,960.52
2004,Jalna,Marathwada,Rabi,Maize,557.27,595.15,29.38,52.11,7.74,79.2,48.23,29.14,50.0,0.93,518.51
2024,Dhule,Khandesh,Kharif,Wheat,593.81,506.49,26.35,65.53,7.34,63.03,48.82,27.81,50.0,1.337,794.08
2022,Wardha,Vidarbha,Kharif,Gram,615.46,1114.23,24.78,63.08,6.37,75.25,39.58,14.93,50.0,0.607,373.35
2023,Jalgaon,Khandesh,Kharif,Maize,356.85,911.67,27.56,72.6,7.76,67.09,48.0,49.97,50.0,1.272,453.75
2015,Nanded,Marathwada,Kharif,Rice,845.87,826.95,26.57,71.92,7.19,135.56,45.15,10.24,59.24,2.928,2476.87
2008,Osmanabad,Marathwada,Rabi,Wheat,969.73,555.64,26.4,45.18,7.83,91.86,42.33,55.81,51.92,0.852,825.79
2009,Hingoli,Marathwada,Kharif,Wheat,1916.52,896.42,28.98,62.53,7.35,74.09,44.92,31.19,50.0,0.563,1079.22
2022,Sindhudurg,Konkan,Kharif,Bajra,793.62,3450.0,26.91,73.26,5.44,61.85,10.86,18.65,50.0,0.206,163.1
2020,Ratnagiri,Konkan,Rabi,Cotton,1715.03,2913.66,25.42,56.98,5.6,128.1,30.42,30.87,50.0,0.378,648.07
2007,Solapur,Western Maharashtra,Kharif,Wheat,569.64,734.57,26.97,59.89,7.39,83.36,22.59,23.25,50.0,0.828,471.47
2023,Amravati,Vidarbha,Rabi,Sugarcane,554.76,738.65,29.79,61.0,7.22,160.53,54.33,14.56,58.49,42.87,23782.44
2005,Raigad,Konkan,Kharif,Jowar,459.94,1980.78,27.17,57.23,6.62,97.34,30.62,29.74,50.0,0.778,357.68
2022,Nanded,Marathwada,Kharif,Cotton,5301.72,889.02,29.12,54.52,7.33,80.9,34.36,10.0,51.1,1.619,8581.57
2018,Washim,Vidarbha,Kharif,Bajra,402.62,642.46,28.41,57.01,6.83,51.49,21.28,32.5,50.0,1.113,448.01
2004,Sindhudurg,Konkan,Rabi,Gram,1266.17,3076.15,26.23,62.54,6.58,31.87,21.26,10.0,50.0,0.29,367.74
2000,Dhule,Khandesh,Kharif,Bajra,1132.69,667.53,25.22,62.86,7.32,68.89,40.26,20.97,50.0,0.918,1040.34
2015,Nashik,Western Maharashtra,Kharif,Wheat,479.45,698.54,26.89,63.9,7.05,91.79,67.65,26.28,50.0,1.477,707.98
2015,Amravati,Vidarbha,Kharif,Jowar,1641.0,720.1,25.09,52.2,6.42,42.34,39.67,10.0,50.0,1.236,2028.87
2005,Nanded,Marathwada,Kharif,Onion,921.52,959.85,25.15,72.29,6.62,100.45,53.49,27.93,50.0,15.584,14360.76
2018,Jalgaon,Khandesh,Kharif,Maize,445.36,700.64,27.18,59.19,7.23,93.88,31.21,25.37,50.0,2.451,1091.37
2007,Nandurbar,Khandesh,Kharif,Sugarcane,1971.07,637.14,25.52,60.63,7.24,193.09,49.47,28.05,53.06,45.881,90435.48
2009,Hingoli,Marathwada,Rabi,Bajra,5009.0,965.36,26.06,50.4,7.19,42.33,30.19,24.67,50.0,0.577,2889.82
2016,Dhule,Khandesh,Rabi,Rice,1073.76,640.74,26.45,56.4,6.56,94.01,55.08,35.23,51.71,2.392,2568.91
2024,Amravati,Vidarbha,Kharif,Maize,3830.8,679.18,27.18,56.26,6.7,78.26,32.86,10.0,50.0,2.793,10700.8
2015,Amravati,Vidarbha,Rabi,Soybean,843.14,678.88,24.32,61.43,7.39,65.01,43.91,48.5,50.0,1.386,1168.86
2010,Jalna,Marathwada,Rabi,Bajra,1199.84,588.67,26.78,55.7,7.35,32.65,17.45,10.0,50.0,0.689,827.25
2021,Akola,Vidarbha,Kharif,Gram,1866.79,576.77,26.72,64.53,7.42,47.85,22.21,35.22,50.0,0.559,1044.07
2019,Parbhani,Marathwada,Rabi,Rice,1738.32,890.11,24.47,66.98,6.4,112.76,54.87,28.79,50.6,2.469,4291.53
2007,Nandurbar,Khandesh,Kharif,Sugarcane,222.73,712.08,29.1,71.96,7.41,167.13,59.13,18.91,60.88,38.922,8669.07
2006,Ratnagiri,Konkan,Kharif,Gram,111.66,2678.81,28.97,60.98,6.15,51.37,29.05,18.46,50.0,0.2,22.33
2020,Gondia,Vidarbha,Rabi,Sugarcane,984.1,1440.23,25.99,72.89,6.35,170.37,49.56,23.79,59.72,70.672,69548.32
2024,Ahmednagar,Western Maharashtra,Kharif,Cotton,2515.11,613.2,27.47,72.96,6.96,75.96,37.63,34.08,50.0,1.951,4908.08
2012,Gadchiroli,Vidarbha,Kharif,Onion,490.49,1385.38,27.7,59.52,6.91,62.21,30.65,26.16,50.0,9.323,4572.6
2018,Thane,Konkan,Kharif,Bajra,1193.08,1941.61,27.88,55.47,6.98,38.47,26.12,11.4,50.0,0.533,636.45
2007,Kolhapur,Western Maharashtra,Kharif,Sugarcane,702.76,1950.28,27.82,53.28,6.57,159.85,65.76,23.17,59.88,67.989,47779.88
2014,Jalgaon,Khandesh,Kharif,Maize,1241.68,740.34,27.45,47.67,6.91,92.88,44.21,17.76,50.0,2.577,3200.04
2017,Aurangabad,Marathwada,Rabi,Gram,443.1,650.11,25.9,61.69,7.23,57.06,10.0,15.28,50.0,0.666,295.26
2014,Mumbai Suburban,Konkan,Kharif,Bajra,573.08,3105.22,25.44,79.73,6.53,24.85,22.83,13.78,50.0,0.512,293.27
2010,Amravati,Vidarbha,Kharif,Cotton,710.42,987.41,20.73,68.18,7.04,72.39,15.15,30.3,50.0,0.632,449.31
2021,Hingoli,Marathwada,Rabi,Wheat,513.02,792.4,26.71,55.98,6.77,46.72,38.94,17.31,60.39,1.405,720.72
2005,Thane,Konkan,Kharif,Onion,1739.51,1860.22,28.89,65.36,7.02,73.62,56.22,18.66,50.0,4.239,7374.5
2003,Hingoli,Marathwada,Kharif,Rice,627.79,935.54,23.76,57.18,7.03,121.06,51.45,15.28,61.63,2.624,1647.25
2001,Yavatmal,Vidarbha,Kharif,Wheat,204.55,952.67,27.76,63.22,7.21,48.17,47.2,25.04,50.0,0.679,138.87
2008,Raigad,Konkan,Kharif,Soybean,2721.16,1727.64,26.39,59.11,6.06,68.71,36.32,10.0,50.0,0.743,2022.03
2010,Yavatmal,Vidarbha,Kharif,Maize,462.77,744.68,27.2,64.76,7.16,111.41,65.62,29.03,50.0,2.868,1327.08
2014,Nandurbar,Khandesh,Kharif,Cotton,1668.75,646.52,23.93,62.27,7.27,110.35,40.87,31.14,50.0,1.063,1773.93
2001,Hingoli,Marathwada,Kharif,Wheat,978.89,950.23,28.32,63.06,6.33,85.89,38.72,10.0,50.0,0.673,659.11
2012,Thane,Konkan,Kharif,Maize,2105.73,1749.25,28.99,54.99,5.91,88.58,40.65,10.0,50.0,0.69,1453.28
2017,Akola,Vidarbha,Kharif,Onion,1102.51,597.63,23.18,48.26,8.03,86.56,47.16,54.86,50.0,5.449,6007.22
2001,Raigad,Konkan,Kharif,Soybean,706.31,3405.67,27.68,54.52,6.67,60.05,43.43,22.41,50.0,0.856,604.77
2018,Kolhapur,Western Maharashtra,Rabi,Cotton,366.29,1614.57,23.17,70.94,6.28,110.76,43.52,28.74,50.0,0.609,223.12
2011,Palghar,Konkan,Kharif,Maize,1293.6,1423.52,27.57,68.53,6.8,110.18,33.21,26.48,50.0,1.766,2284.16
2016,Jalna,Marathwada,Rabi,Cotton,385.22,573.73,31.09,71.54,7.1,93.32,20.55,42.34,50.0,1.258,484.58
2012,Ahmednagar,Western Maharashtra,Kharif,Gram,724.97,739.25,29.14,72.17,6.31,44.82,40.28,21.81,50.0,0.316,229.38
2012,Thane,Konkan,Kharif,Bajra,2456.28,1483.09,27.58,57.95,6.7,62.94,11.49,10.0,50.0,0.527,1294.45
2012,Mumbai Suburban,Konkan,Kharif,Gram,1029.96,2733.76,32.07,56.29,6.6,47.31,23.87,12.18,50.0,0.2,205.99
2003,Nashik,Western Maharashtra,Rabi,Wheat,2306.88,868.57,28.11,73.62,7.26,103.35,44.73,23.75,50.0,0.838,1933.32
2017,Sangli,Western Maharashtra,Kharif,Rice,2925.43,693.74,27.97,70.34,6.91,123.94,47.58,39.39,65.06,3.21,9390.89
2021,Nandurbar,Khandesh,Rabi,Gram,1108.51,652.23,25.08,47.86,6.86,62.74,25.44,15.38,50.0,0.934,1035.04
2022,Chandrapur,Vidarbha,Kharif,Soybean,447.74,1732.45,24.09,71.62,6.9,68.89,39.24,24.91,50.0,0.783,350.45
2017,Buldhana,Vidarbha,Kharif,Cotton,1205.96,490.88,24.2,60.15,7.23,89.69,40.77,27.03,56.14,1.072,1292.33
2008,Buldhana,Vidarbha,Kharif,Bajra,391.01,692.55,24.19,71.41,7.23,46.85,23.89,10.0,50.0,0.565,221.09
2014,Buldhana,Vidarbha,Kharif,Onion,442.82,569.91,28.19,73.16,6.52,66.09,34.59,32.09,50.0,14.792,6550.21
2021,Wardha,Vidarbha,Kharif,Onion,1579.85,757.22,28.39,55.69,6.74,98.57,28.95,24.19,50.0,13.605,21494.11
2023,Ratnagiri,Konkan,Rabi,Jowar,152.32,3211.34,25.17,59.0,6.23,73.79,21.53,14.2,50.0,0.563,85.72
2012,Satara,Western Maharashtra,Rabi,Gram,286.91,1026.35,24.98,51.33,6.55,31.49,34.71,29.49,50.0,0.612,175.73
2021,Sindhudurg,Konkan,Kharif,Sugarcane,693.16,3357.03,26.26,71.21,6.36,202.67,69.52,36.4,69.99,33.144,22974.51
2002,Raigad,Konkan,Rabi,Wheat,451.43,1773.59,25.23,48.6,6.53,76.62,47.69,35.68,50.0,1.104,498.16
2002,Akola,Vidarbha,Kharif,Wheat,701.2,553.15,27.48,54.73,6.74,63.82,34.06,34.37,65.5,1.365,957.03
2005,Nanded,Marathwada,Kharif,Maize,1761.72,865.9,29.43,64.4,7.01,87.32,31.29,27.32,50.0,1.969,3468.57
2009,Mumbai Suburban,Konkan,Kharif,Wheat,922.8,2245.98,27.55,65.14,7.37,108.38,45.24,22.36,50.0,0.449,414.74
2023,Yavatmal,Vidarbha,Kharif,Rice,978.15,975.16,26.16,55.09,6.92,116.9,71.06,31.9,56.31,3.393,3318.48
2024,Pune,Western Maharashtra,Kharif,Bajra,876.79,533.61,25.21,61.64,6.95,59.03,22.75,23.55,50.0,1.157,1014.84
2020,Sangli,Western Maharashtra,Rabi,Sugarcane,5504.65,513.62,28.53,78.0,6.86,160.34,53.84,22.06,69.1,56.072,308654.22
2009,Yavatmal,Vidarbha,Kharif,Cotton,1771.6,891.84,32.75,63.72,7.43,95.88,36.28,37.43,50.0,0.943,1670.14
2013,Chandrapur,Vidarbha,Rabi,Maize,1001.9,1200.48,26.83,75.46,6.35,81.72,25.2,35.64,50.0,2.057,2060.86
2001,Nanded,Marathwada,Kharif,Wheat,2056.61,1006.06,27.68,72.86,7.28,74.94,46.12,41.76,50.0,0.682,1403.42
2010,Nashik,Western Maharashtra,Rabi,Soybean,394.37,951.48,25.88,68.48,6.89,72.82,40.26,17.65,50.0,1.622,639.53
2023,Chandrapur,Vidarbha,Kharif,Bajra,998.12,847.39,26.31,69.84,6.19,57.61,20.89,28.86,50.0,0.675,674.18
2016,Wardha,Vidarbha,Rabi,Jowar,1073.08,1171.62,30.42,54.97,7.29,68.93,28.75,14.67,50.0,0.622,667.68
2011,Sindhudurg,Konkan,Kharif,Onion,600.83,3632.22,27.3,64.72,6.02,89.15,59.54,16.06,50.0,4.468,2684.53
2017,Pune,Western Maharashtra,Kharif,Gram,610.31,943.71,24.13,77.91,6.87,47.25,28.21,28.88,50.0,0.727,443.95
2002,Hingoli,Marathwada,Kharif,Jowar,103.98,616.17,24.92,74.75,6.23,52.64,24.45,34.26,50.0,1.406,146.22
2003,Sindhudurg,Konkan,Rabi,Maize,1848.91,2298.17,25.01,52.26,6.79,105.04,24.05,29.81,50.0,1.371,2535.66
2003,Kolhapur,Western Maharashtra,Rabi,Rice,883.38,2333.51,24.51,66.08,5.96,106.44,60.41,22.01,60.98,1.402,1238.68
2007,Osmanabad,Marathwada,Rabi,Cotton,1032.66,818.2,24.91,64.37,7.1,80.92,30.95,25.31,50.0,1.486,1534.13
2007,Chandrapur,Vidarbha,Kharif,Bajra,4513.26,1150.29,28.01,52.25,6.79,64.38,14.48,10.0,50.0,0.676,3052.08
2006,Satara,Western Maharashtra,Rabi,Cotton,593.8,1272.9,23.46,56.0,6.36,98.49,39.25,24.49,50.46,1.005,596.91
2010,Beed,Marathwada,Kharif,Sugarcane,978.75,379.53,30.99,56.94,7.33,153.95,40.64,29.29,55.39,34.239,33511.0
2000,Akola,Vidarbha,Kharif,Rice,931.55,947.59,28.96,56.23,6.71,130.8,44.49,28.83,52.89,3.886,3620.33
2023,Amravati,Vidarbha,Kharif,Sugarcane,765.4,652.71,24.94,62.31,6.71,187.37,52.48,48.4,55.25,61.136,46793.7
2020,Gadchiroli,Vidarbha,Kharif,Bajra,293.78,1396.84,24.81,73.2,6.84,61.21,15.95,10.0,50.0,0.606,178.16
2020,Sangli,Western Maharashtra,Kharif,Maize,3019.99,480.74,24.76,59.09,6.81,88.67,18.49,13.64,50.0,2.549,7698.55
2001,Nagpur,Vidarbha,Rabi,Gram,1130.98,976.99,26.68,60.01,7.5,33.89,21.52,10.42,50.0,0.298,336.47
